ID | NAME | IATA(3) | ICAO(4) | CALLSIGN | ID_COUNTRY_OF_ORIGIN
1649,Cargo 360,GG,GGC,LONG-HAUL,
1650,Cargo Express,,MCX,MAURICARGO,141
1651,Cargo Ivoire,,CRV,CARGOIV,
1652,Cargo Link (Caribbean),,CLM,CARGO LINK,20
1653,Cargo Three,,CTW,THIRD CARGO,171
1654,Cargoitalia,2G,CRG,WHITE PELICA,110
1655,Cargojet Airways,W8,CJT,CARGOJET,40
1656,Cargolux,CV,CLX,CARGOLUX,130
1657,Cargoman,,CGM,HOTEL CHARLIE,167
1658,Carib Aviation,,DEL,RED TAIL,10
1659,Carib Express,,BCB,WAVEBIRD,20
1660,Caribair,,CBC,CARIBAIR,64
1661,Caribbean Air Cargo,,DCC,CARICARGO,20
1662,Caribbean Air Transport,,CLT,CARIBBEA,
1663,Caribbean Airlines,BW,BWA,CARIBBEAN AIRLINES,226
1664,Caribbean Airways,,IQQ,CARIBJET,20
1665,Caribbean Express,,TLC,CARIB-X,
1666,Caribbean Star Airlines,8B,GFI,CARIB STAR,10
1667,Caribintair,,CRT,CARIBINTAIR,96
1668,Carill Aviation,,CVG,CARILL,
1669,Carpatair,V3,KRP,CARPATAIR,182
1670,Carranza,,CRR,CARRANZA,45
1671,Carroll Air Service,,ULS,ULSTER,
1672,Casement Aviation,,CMT,CASEMENT,
1673,Casino Airline,,CSO,CASAIR,
1674,Casper Air Service,,CSP,CASPER AIR,
1675,Caspian Airlines,RV,CP,CASPIA,
1676,Castle Aviation,,CSJ,CASTLE,
1677,Cat Aviation,,CAZ,EUROCAT,216
1678,Catalina Flying Boats,,CBT,CATALINA AIR,
1679,Catex,,TEX,CATEX,76
1680,Cathay Pacific,CX,CPA,CATHAY,
1681,Caverton Helicopters,,CJR,CAVERTON AIR,
1682,Cayman Airways,KX,CAY,CAYMA,42
1683,Cebu Pacific,5J,CEB,CEBU AIR,175
1684,Cecil Aviation,,CIL,CECIL,
1685,Cega Aviation,,CEG,CEGA,
1686,Celtic Airways,,CEC,CELTAIR,
1687,Celtic West,,CWE,CELTIC,
1688,Centavia,7,CNA,,197
1689,Cente D'Essais En Vol,,CEV,CENTEV,76
1690,Centennial Airlines,,CNL,WYO-AIR,
1691,Centennial Flight Centre,,CNS,CENTENNIAL,40
1692,Center Vol,,CVO,CENTERVOL,209
1693,Center-South,,CTS,CENTER-SOUTH,
1694,Centrafrican Airlines,,CET,CENTRAFRICAI,43
1695,Central Air Express,,CAX,CENTRAL EXPRESS,
1696,Central Airlines,,CTL,CENTRAL COMMUTER,
1697,Central Airways,,CNY,CENTRAL LEONE,199
1698,Central American Airlines,,AC,AEROCENTRO,
1699,Central Aviation,,YOG,YOGAN AIR,
1700,Central Connect Airlines,,CCG,,60
1701,Central De Discos De Reynosa,,DR,DISCOS REYNOSA,144
1702,Central European Airlines,,CMA,EUROCENTRAL,60
1703,Central Flying Service,,CHA,CHARTER CENTRAL,
1704,Central Mongolia Airways,,CEM,CENTRAL MONGOLIA,148
1705,Central Mountain Air,,GLR,GLACIER,40
1706,Central Queensland Aviation College,,CQC,,14
1707,Central Skyport,,CSI,SKYPORT,
1708,Centralwings,C0,CLW,CENTRALWINGS,177
1709,Centre Airlines,,DTV,DUTCH VALLEY,
1710,Centre of Applied Geodynamica,,CGS,GEO CENTRE,
1711,Centre-Avia,J7,CVC,AVIACENTRE,
1712,Centro De Helicopteros Corporativos,,CCV,HELICORPORATIVO,144
1713,Centro de Formacion Aeronautica de Canarias,,ACF,FORCA,209
1714,Centurion Air Cargo,WE,CWC,CHALLENGE CARGO,
1715,Century Aviation,,URY,CENTURY AVIA,144
1716,Century Aviation International,,HAI,,40
1717,Certified Air Dispatch,,XAD,,
1718,Cetraca Aviation Service,,CER,CETRACA,
1719,Chabahar Airlines,,IRU,CHABAHAR,
1720,Chalair Aviation,,CLG,CHALLAIR,76
1721,Chalk's Ocean Airways,OP,CHK,CHALKS,
1722,Challenge Air Transport,,CLS,AIRISTO,83
1723,Challenge Aviation,,CHS,CHALLENGE AVIATIO,14
1724,Challenge International Airlines,,OFF,CHALLENGE AIR,
1725,AC Challenge Aero,,CHG,SKY CHALLENGER,233
1726,Champagne Airlines,,CPH,CHAMPAGNE,76
1727,Champion Air,MG,CCP,CHAMPION AIR,
1728,Chanchangi Airlines,,CH,CHANCHANGI,
1729,Changan Airlines,2Z,CG,CHANGA,46
1730,Channel Island Aviation,,CH,CHANNEL,
1731,Chantilly Air,,WML,MARLI,
1732,Chaparral Airlines,,CPL,CHAPARRAL,
1733,Chari Aviation Services,S8,CSU,CHARI SERVICE,44
1734,Charlan Air Charter,,CAH,CHARLA,206
1735,Charlie Hammonds Flying Service,,HMD,HAMMOND,
1736,Charlotte Air National Guard,,CGD,,
1737,Charter Air,,CHW,CHARTER WIE,15
1738,Chartright Air,,HRT,CHARTRIGHT,40
1739,Chautauqua Airlines,RP,CHQ,CHAUTAUQUA,
1740,Cheboksary Airenterprise JSC,,CBB,CHEBAIR,
1741,Chemech Aviation,,CHM,,168
1742,Cherline,,CHZ,CHERL,
1743,Chernomor-Avia,,CMK,CHERAVIA,
1744,Cherokee Express,,CBM,BLUE MAX,
1745,Cherry Air,,CCY,CHERRY,
1746,Chesapeake Air Service,,CAB,CHESAPEAKE AIR,
1747,Chevron U.S.A,,CVR,CHEVRO,
1748,Cheyenne Airways,,CYA,CHEYENNE AIR,
1749,Chicago Air,,CGO,WILD ONIO,
1750,Chicago Express,C8,WDY,WINDY CITY,
1751,Chief Rat Flight Services,,RAT,RIVERRAT,206
1752,Chilchota Taxi Aereo,,CCH,CHILCHOTA,144
1753,Chilcotin Caribou Aviation,,DES,CHILCOTI,40
1754,Chilliwack Aviation,,CAD,CHILLIWACKAIR,40
1755,Chim-Nir Aviation,,ET,CHMINIR,109
1756,China Airlines,CI,CAL,DYNASTY,
1757,China Cargo Airlines,CK,CKK,CARGO KING,46
1758,China Eastern Airlines,MU,CES,CHINA EASTER,46
1759,China Express Airlines,,HXA,CHINA EXPRESS,46
1760,China Flying Dragon Aviation,,CFA,FEILONG,46
1761,China General Aviation Corporation,,CTH,TONGHANG,46
1762,China National Aviation Corporation,,CAG,CHINA NATIONAL,46
1763,China Northern Airlines,CJ,CBF,CHINA NORTHER,46
1764,China Northwest Airlines,WH,CNW,CHINA NORTHWEST,46
1765,China Ocean Helicopter Corporation,,CHC,CHINA HELICOPTER,46
1766,China Postal Airlines,8Y,CYZ,CHINA POST,46
1767,China Southern Airlines,CZ,CS,CHINA SOUTHER,46
1768,China Southwest Airlines,,CX,CHINA SOUTHWEST,46
1769,China United Airlines,HR,CUA,LIANHANG,46
1770,China Xinhua Airlines,XO,CXH,XINHUA,46
1771,Yunnan Airlines,3Q,CYH,YUNNA,46
1772,Chinguetti Airlines,,CGU,CHINGUETTI,141
1773,Chipola Aviation,,CEP,CHIPOLA,
1774,Chippewa Air Commuter,,CPW,CHIPPEWA-AIR,
1775,Chitaavia,X7,CHF,CHITA,
1776,Christman Air System,,CAS,CHRISTMA,
1777,Christophorus Flugrettungsverein,,OEC,CHRISTOPHORUS,15
1778,Chrome Air Services,,CHO,CHROME AIR,
1779,Church Aircraft,,CHU,CHURCHAIR,
1780,Cielos Airlines,A2,CIU,CIELOS,174
1781,Cimber Air,QI,CIM,CIMBER,61
1782,Cirrus,,RRU,HELICIRRUS,45
1783,Cirrus Air,,TS,ITE STAR,
1784,Cirrus Airlines,C9,RUS,CIRRUS AIR,83
1785,Cirrus Middle East,,JTI,,124
1786,Citationshares,,FIV,FIVE STAR,
1787,Citibank,,XCX,,
1788,Citic General Aviation,,HZX,ZHONGXI,46
1789,City Airline,CF,SDR,SWEDESTAR,215
1790,City Connexion Airlines,G3,CIX,CONNEXIO,37
1791,City of Bangor,,XBG,,
1792,CityJet,WX,BCY,CITY-IRELAND,107
1793,Cityair (Chester) Limited,,CAQ,AIR CHESTER,
1794,Cityfly,,CII,CITYFLY,110
1795,BA CityFlyer,CJ,CFE,FLYER,
1796,Cityline Hungary,,CNB,CITYHU,101
1797,Citylink Airlines,,HSR,HOOSIER,
1798,Civair Airways,,CIW,CIVFLIGHT,206
1799,Civil Air Patrol South Carolina Wing,,BKR,BOX KAR,
1800,Civil Air Transport,CT,CAT,Mandarin,
1801,Civil Aviation Authority,,CIA,CALIMERA,202
1802,Civil Aviation Authority of New Zealand,,CIV,CIVAIR,
1803,Civil Aviation Inspectorate of the Czech Republic,,CBA,CALIBRA,60
1804,Claessens International Limited,,FMC,CLAESSENS,
1805,Clark Aviation,,CLK,CLARKAIR,
1806,Clasair,,CSF,CALEDONIA,
1807,Clay Lacy Aviation,,CLY,CLAY-LACY,
1808,Click Airways,,CGK,CLICK AIR,121
1809,Cloud 9 Air Charters,,CLZ,CLOUDLINE,206
1810,Clowes Estates Limited,,CLD,CLOWES,
1811,Club 328,,SDJ,SPACEJET,
1812,Club Air,6P,ISG,CLUBAIR,110
1813,Coast Air,BX,CST,COAST CENTER,
1814,Coastal Air,DQ,,U.S. Virgin Islands,
1815,Coastal Air Transport,,TCL,TRANS COASTAL,
1816,Coastal Airways,,CNG,SID-AIR,
1817,Coastal Travels,,CSV,COASTAL TRAVEL,220
1818,Cohlmia Aviation,,CHL,COHLMIA,
1819,Colaereos,,OLR,COLAEREOS,65
1820,Colemill Enterprises,,CLE,COLEMILL,
1821,Colgan Air,9L,CJC,COLGA,
1822,Colibri Aviation,,CAE,HUMMINGBIRD,40
1823,Colt International,,CCX,,
1824,Columbia Airlines,,COL,COLAIR,40
1825,Columbia Helicopters,,WCO,COLUMBIA HELI,
1826,Columbus Air Transport,,KLR,KAY-LER,
1827,Colvin Aviation,,GHP,GRASSHOPPER EX,
1828,Comair,OH,COM,COMAIR,
1829,Comair,M,CAW,COMMERCIAL,206
1830,Comed Group,,CDE,COMEX,
1831,Comeravia,,CVV,COMERAVIA,
1832,Comercial Aerea,,CRS,COMERCIAL AEREA,144
1833,Comet Airlines,,CMG,SUNSPY,
1834,Comfort Air,,FY,FLY,83
1835,Comlux Aviation,,CLA,COMLUX,216
1836,Commair Aviation,,CMH,COMMODORE,
1837,Commandement Du Transport Aerien Militaire Francais,,CTM,COTAM,76
1838,Commander Air Charter,,CML,COMMANDAIR,40
1839,Commander Mexicana,,CRM,COMMANDERMEX,144
1840,Commercial Aviation,,CMS,ACCESS,40
1841,Commodore Aviation,,GAR,,14
1842,Commonwealth Jet Service,,CJS,COMMONWEALTH,
1843,CommutAir,C5,UCA,COMMUTAIR,
1844,Comores Airlines,KR,CWK,CONTICOM,50
1845,Compagnia Generale Ripreseaeree,,CGR,COMPRIP,110
1846,Compagnie Aerienne du Mali,,CMM,CAMALI,137
1847,Compagnie Mauritanienne Des Transports,,CPM,,141
1848,Compagnie de Bauxites de Guinee,,GIC,CEBEGE,93
1849,Compania Aerea de Valencia,,AIF,,209
1850,Compania Aerotecnicas Fotograficas,,ATF,AEROTECNICAS,209
1851,Compania Boliviana de Transporte Aereo Privado Aerosur,,ASU, S.A.,
1852,Compania De Actividades Y Servicios De Aviacion,,LCT,STELLAIR,209
1853,Compania Ejecutiva,,EJV,EJECUTIVA,144
1854,Compania Helicopteros Del Sureste,,HSE,HELISURESTE,209
1855,Compania Mexicana De Aeroplanos,,MDR,AEROPLANOS,144
1856,Compania Mexicargo,GJ,MXC,MEXICARGO,144
1857,Compania Transportes Aereos Del Sur,,HSS,TAS HELICOPTEROS,209
1858,Compania de Servicios Aereos Tavisa,,TAV,TAVISA,209
1859,Company Flight,,CYF,COMPANY FLIGHT,61
1860,Compass Airlines,CP,CPZ,Compass Rose,
1861,Compass International Airways,,CPS,COMPASS,
1862,Compuflight Operations Service,,XCO,,
1863,Compuserve Incorporated,,XCS,,
1864,Conair Aviation,,CRC,CONAIR-CANADA,40
1865,Concordavia,,COD,CONCORDAVIA,233
1866,Condor Aero Services,,CNR,CONAERO,
1867,Condor,,CIB,CONDOR BERLI,83
1868,Condor Flugdienst,DE,CFG,CONDOR,83
1869,Confort Air,,COF,CONFORT,40
1870,Congo Air,,CAK,,17
1871,Congressional Air,,CGA,CONGRESSIONAL,
1872,Conifair Aviation,,ROY,,40
1873,Connectair Charters,,BS,BASTIO,40
1874,Conquest Airlines,,CAC,CONQUEST AIR,
1875,Conroe Aviation Services,,CXO,CONROE AIR,
1876,Consorcio Aviaxsa,6A,CHP,AVIACSA,144
1877,Consorcio Helitec,,VCH,CONSORCIO HELITEC,
1878,Constanta Airline,,UZA,CONSTANTA,233
1879,Contact Air,C3,KIS,CONTACTAIR,83
1880,Contel ASC,,XCL,,
1881,Continental Airlines,CO,COA,CONTINENTAL,
1882,Continental Airways,PC,PVV,CONTAIR,
1883,Continental Express,CO,,JETLINK,
1884,Continental Micronesia,CS,CMI,AIR MIKE,
1885,Continental Oil,,CO,CONOCO,
1886,Conviasa,V0,VCV,CONVIASA,
1887,Cook Inlet Aviation,,CKA,COOK-AIR,
1888,Cooper Aerial Surveys,,SVY,SURVEYOR,
1889,Copa Airlines,CM,CMP,COPA,171
1890,Copenhagen Airtaxi,,CAT,AIRCAT,61
1891,Copper State Air Service,,COP,COPPER STATE,
1892,Copterline,,AAQ,COPTERLINE,75
1893,Coptrade Air Transport,,CCW,COPTRADE AIR,211
1894,Corendon Airlines,,CAI,CORENDO,228
1895,Coronado Aerolineas,,CRA,CORAL,49
1896,Corpac Canada,,CPB,PENTA,40
1897,Corporacion Aereo Cencor,,CNC,CENCOR,144
1898,Corporacion Aeroangeles,,CPG,CORPORANG,144
1899,Corporacion Paraguaya De Aeronautica,,CGY,,173
1900,Corporate Air,,CPT,AIR SPUR,
1901,Corporate Air,,CPR,CORPAIR,
1902,Corporate Aircraft Company,,CPO,MOKA,
1903,Corporate Airlink,,COO,CORPORATE,40
1904,Corporate Aviation Services,,CKE,CHECKMATE,
1905,Corporate Flight International,,VHT,VEGAS HEAT,
1906,Corporate Flight Management,,VTE,VOLUNTEER,
1907,Corporate Jets,,CJI,SEA JET,
1908,Corsairfly,SS,CRL,CORSAIR,76
1909,Corse-Mediterranee,XK,CCM,CORSICA,76
1910,Cosmic Air,F5,COZ,COSMIC AIR,
1911,Cougar Helicopters,,CHI,COUGAR,40
1912,Coulson Flying Service,,MGB,MOCKINGBIRD,
1913,Country Connection Airlines,,SW,,14
1914,Country International Airlines,,CIK,COUNTRY AIR,121
1915,Courier Services,,CSD,DELIVERY,
1916,Court Helicopters,,CUT,COURT AIR,206
1917,Coval Air,,CVL,COVAL,40
1918,Cowi,,COW,COWI,
1919,Coyne Aviation,,COY,COYNE AIR,
1920,Cranfield University,,CFD,AERONAUT,
1921,Cree Airways,,CRE,CREE AIR,40
1922,Crelam,,ELM,CRELAM,144
1923,Crest Aviation,,CA,CREST,
1924,Crimea Universal Avia,,KRM,TRANS UNIVERSAL,233
1925,Croatia Airlines,OU,CT,CROATIA,56
1926,Croatian Air Force,,HRZ,CROATIAN AIRFORCE,56
1927,Cross Aviation,,CRX,CROSSAIR,
1928,Crossair Europe,QE,ECC,Cigogne,216
1929,Crow Executive Air,,CWX,CROW EXPRESS,
1930,Crown Air Systems,,CKR,CROWN AIR,
1931,Crown Airways,,CRO,CROWN AIRWAYS,
1932,Crownair,,CRW,REGAL,40
1933,Cruiser Linhas Aereas,,VCR,VOE CRUISER,32
1934,Cryderman Air Service,,CTY,CENTURY,
1935,Crystal Shamrock,,CYT,CRYSTAL-AIR,
1936,Cubana de Aviación,CU,CUB,CUBANA,57
1937,Cumberland Airways (Nicholson Air Service),,CBL,CUMBERLAND,
1938,Custom Air Transport,,CTT,CATT,
1939,Cygnus Air,,RG,CYGNUS AIR,209
1940,Cyprair Tours,,CYC,CYPRAIR,59
1941,Cypress Airlines,,CYS,SKYBIRD,40
1942,Cyprus Airways,CY,CYP,CYPRUS,59
1943,Cyprus Turkish Airlines,YK,,,228
1944,Czech Air Force,,CEF,CZECH AIR FORCE,60
1945,Czech Air Handling,,AHD,AIRHANDLING,60
1946,Czech Airlines,OK,CSA,CSA-LINES,60
1947,Czech Government Flying Service,,CIE,CZECHIA,60
1948,D & D Aviation,,DDA,DUSTY,
1949,D&K Aviation,,DNK,DIRECT JET,
1950,DAP Helicopteros,,DHE,HELIDAP,45
1951,DFS UK Limited,,VLF,VOLANTE,
1952,DAS Air Cargo,WD,DSR,DAIRAIR,232
1953,DAS Airlines,,RKC,DAS CONGO,
1954,DAT Danish Air Transport,DX,DTR,DANISH,61
1955,DAT Enterprise Limited,,ENT,DATENT,
1956,DERA Boscombe Down,,BD,GAUNTLET,
1957,DESNA,,DS,DESNA,233
1958,DETA Air,,DET,SAMAL,115
1959,DGO Jet,,DGO,DGO JET,144
1960,DHL Aero Expreso,,DAE,YELLOW,171
1961,DHL Air,,DHK,WORLD EXPRESS,
1962,DHL Aviation,,DHV,WORLDSTAR,206
1963,DHL International,ES,DHX,DILMU,18
1964,DHL de Guatemala,L3,JOS,,91
1965,DSWA,,RSK,REDSKI,
1966,Daallo Airlines,D3,DAO,DALO AIRLINES,62
1967,Dagestan Airlines,2,DAG,DAGAL,
1968,Dahla Airlines,,DHA,,
1969,Daimler Chrysler Aviation,,DCS,TWIN STAR,83
1970,Daimler-Chrysler,,DCX,DAIMLER,
1971,Daka,,DKA,,115
1972,Dala Air Services,,DLR,DALA AIR,
1973,Dalavia,H8,KHB,DALAVIA,
1974,Dallas Express Airlines,,DXP,DALLAS EXPRESS,
1975,Damascene Airways,,DAS,AIRDAM,217
1976,Danbury Airways,,DSA,DANBURY AIRWAYS,
1977,Dancopter,,DOP,DANCOPTER,61
1978,Danish Air Force,,DAF,DANISH AIRFORCE,61
1979,Danish Army,,DAR,DANISH ARMY,61
1980,Danish Navy,,DNY,DANISH NAVY,61
1981,Danu Oro Transportas,,DNU,DANU,129
1982,Darta,,DRT,DARTA,76
1983,Darwin Airline,0D,DWT,DARWI,216
1984,Dasab Airlines,,DSQ,DASAB AIR,232
1985,Dash Air Charter,,DSH,DASH CHARTER,
1986,Dash Aviation,,GOB,PILGRIM,
1987,Dasnair,,DGX,DASNA,216
1988,Dassault Aviation,,DAB,,76
1989,Dassault Falcon Jet Corporation,,CVF,CLOVERLEAF,
1990,Dassault Falcon Service,,DSO,DASSAULT,76
1991,Data International,,DT,DATA AIR,211
1992,Date Transformation Corp,,XDT,,
1993,Dauair,D5,DAU,DAUAIR,83
1994,David Crawshaw Consultants Limited,,DCO,,
1995,Dawn Air,,DW,DAWN AIR,
1996,DayJet,,DJS,DAYJET,
1997,Daya Aviation,,DAY,DAYA,210
1998,De Havilland,,DHC,DEHAVILLAND,40
1999,Deadalos Flugtbetriebs,,IAY,IASO,15
2000,Decatur Aviation,,DAA,DECUR,
2001,Deccan Aviation,,DK,DECCA,103
2002,Deccan Aviation (Lanka),,DLK,DEKKANLANKA,210
2003,Deer Jet,,DER,DEER JET,46
2004,Deere and Company,,JDC,JOHN DEERE,
2005,Delaware Skyways,,DWR,DELAWARE,
2006,Delta Aerotaxi,,DEA,JET SERVICE,110
2007,Delta Air Charter,,SNO,SNOWBALL,40
2008,Delta Air Elite,,ELJ,ELITE JET,
2009,Delta Air Lines,DL,DAL,DELTA,
2010,Delta Engineering Aviation,,KMB,KEMBLEJET,
2011,Delta Express International,,DLI,DELTA EXPRESS,233
2012,Delta State University,,DSU,DELTA STATE,
2013,Denim Air,,DNM,DENIM,
2014,Denver Express,,FEC,FALCON EXPRESS,
2015,Denver Jet,,DJT,DENVER JET,
2016,Departmento De Agricultura De La Generalitat De Cataluna,,FGC,FORESTALES,209
2017,Deraya Air Taxi,,DRY,DERAYA,104
2018,Des R Cargo Express,,DRX,,141
2019,Desarrollo Milaz,,MIZ,MILAZ,144
2020,Destiny Air Services,,DTY,DESTINY,199
2021,Deutsche Bahn,2A,,,83
2022,Deutsche Rettungsflugwacht,1I,AMB,CIVIL AIR AMBULANCE,83
2023,Deutsches Zentrum fur Luft-und Raumfahrt EV,,LFO,LUFO,83
2024,Di Air,,DIS,DI AIR,197
2025,Diamond Aviation,,SPK,SPARKLE,
2026,Didier Rousset Buy,,DRB,DIDIER,45
2027,Digital Equipment Corporation,,DGT,DIGITAL,
2028,Dinar,D7,RD,AERO DINAR,11
2029,Diplomatic Freight Services,,DIP,DIPFREIGHT,
2030,Direccion General de Aviacion Civil y Telecomunicasciones,,ENA,ENA,209
2031,Direct Air,,DIA,BLUE SKY,
2032,Direct Air trading as Midway Connection,,XAP,MID-TOW,
2033,Direct Flight,,DCT,,
2034,Sky Express,,SXP,EXPRESS SKY,177
2035,Dirgantara Air Service,AW,DIR,DIRGANTARA,104
2036,Discover Air,,DCV,DISCOVER,
2037,Discovery Airways,DH,DVA,DISCOVERY AIRWAYS,
2038,Dispatch Services,,XDS,,
2039,Dix Aviation,,DIX,DIX FLIGHT,83
2040,Dixie Airways,,DEE,TACAIR,
2041,Djibouti Airlines,D8,DJB,DJIBOUTI AIR,62
2042,Dniproavia,,UD,DNIEPRO,233
2043,Flying Dolphin Airlines,,FD,FLYING DOLPHI,234
2044,Dolphin Express Airlines,,IXX,ISLAND EXPRESS,
2045,Dome Petroleum,,DPL,DOME,40
2046,Dominguez Toledo (Grupo Mayoral),,MYO,MAYORAL,209
2047,Dominicana de Aviaci,DO,DOA,DOMINICANA,64
2048,Domodedovo Airlines,E3,DMO,DOMODEDOVO,
2049,Don Avia,,DVB,DONSEBAI,115
2050,Donair Flying Club,,DO,DONAIR,
2051,DonbassAero,5D,UDC,DONBASS AERO,233
2052,Dorado Air,,DAD,DORADO AIR,64
2053,Dornier,,DOR,DORNIER,83
2054,Dornier Aviation Nigeria,,DAV,DANA AIR,
2055,Dos Mundos,,DOM,DOS MUNDOS,64
2056,Dragonair,KA,HDA, Hong Kong Dragon Airlines,
2057,Dreamcatcher Airways,,DCA,DREAM CATCHER,
2058,Druk Air,KB,DRK,ROYAL BHUTA,26
2059,Drummond Island Air,,DRE,MICHIGA,
2060,Dubai Airwing,,DUB,DUBAI,234
2061,Dubrovnik Air,,DBK,SEAGULL,56
2062,Ducair,,DUK,LION KING,130
2063,Duchess of Britany (Jersey) Limited,,DBJ,DUCHESS,
2064,UK Royal/HRH Duke of York,,LPD,LEOPARD,
2065,Dun'Air,,DU,DUNAIR,141
2066,Duncan Aviation,,PHD,PANHANDLE,
2067,Dunyaya Bakis Hava Tasimaciligi,,VVF,WORLDFOCUS,228
2068,Duo Airways,,DUO,FLY DUO,
2069,Durango Jet,,DJE,DURANGO JET,144
2070,Dutch Antilles Express,,DNL,DUTCH ANTILLES,
2071,Dutch Caribbean Express,,DCE,DUTCH CARIBBEA,
2072,Dutchbird,,DBR,DUTCHBIRD,
2073,Dwyer Aircraft Services,,DFS,DWYAIR,
2074,Dynair Services,,XDY,,
2075,Dynamair Aviation,,DNR,DYNAMAIR,40
2076,Dynamic Air,,DYE,DYNAMIC,
2077,dba,DI,BAG,SPEEDWAY,83
2078,E H Darby Aviation,,EHD,PLATINUM AIR,
2079,Electronic Data Systems,1C,,,216
2080,Electronic Data Systems,,1Y,,
2081,EAA Escola De Aviacao Aerocondor,,EAD,AERO-ESCOLA,178
2082,Executive Airlines Services,,EXW,ECHOLINE,
2083,EFAOS- Agencia De Viagens e Turismo,,EFS,EFAOS,7
2084,EFD Eisele Flugdienst,,EFD,EVER FLIGHT,83
2085,EFS-Flugservice,,FSD,FLUGSERVICE,83
2086,EIS Aircraft,,EIS,COOL,83
2087,EPAG Groupe Air France,,IAG,EPAG,76
2088,ESI Eliservizi Italiani,,ESI,ELISERVIZI,110
2089,EU Airways,,EUY,EUROAIRWAYS,107
2090,EUjet,VE,EUJ,UNION JET,107
2091,EVA Air,BR,EVA,EVA,
2092,Eagle Aero,,ICR,ICARUS FLIGHTS,
2093,Eagle Air,,EGR,EAGLE SIERRA,199
2094,Eagle Air,H7,,,232
2095,Eagle Air Company,,EGX,THAI EAGLE,221
2096,Eagle Air Iceland,,FEI,ARCTIC EAGLE,102
2097,Eagle Aviation,,EGU,AFRICAN EAGLE,232
2098,Eagle Aviation,,GYP,GYPSY,
2099,Eagle Aviation France,,EG,FRENCH EAGLE,76
2100,Eagle International,,SEG,SEN-EAGLE,196
2101,Eagle Jet Charter,,EGJ,EAGLE JET,
2102,Eaglemed (Ballard Aviation),,EMD,EAGLEMED,
2103,Earth Airlines Services,,ERX,EARTH AIR,
2104,East African,QU,UGX,CRANE,232
2105,East African Safari Air,S9,HSA,DUMA,116
2106,East African Safari Air Express,,EXZ,TWIGA,116
2107,East Asia Airlines,,EMU,,131
2108,East Coast Airways,,ECT,EASTWAY,206
2109,East Coast Jets,,ECJ,EASTCOAST JET,
2110,East Hampton Aire,,EHA,AIRE HAMPTO,
2111,East Kansas City Aviation,,EKC,BLUE GOOSE,
2112,East Midlands Helicopters,,CTK,COSTOCK,
2113,East Star Airlines,,DXH,EAST STAR,46
2114,East-West Airlines,,EWA,EASTWEST,14
2115,Eastern Air,,EAZ,EASAIR,248
2116,Eastern Air Executive,,EAX,EASTEX,
2117,Eastern Airways,T3,EZE,EASTFLIGHT,
2118,Eastern Australia Airlines,,EAQ,,14
2119,Eastern Carolina Aviation,,ECI,EASTERN CAROLINA,
2120,Eastern Executive Air Charter,,GNS,GENESIS,
2121,Eastern Express,,LIS,LARISA,115
2122,Eastern Metro Express,,EME,EMAIR,
2123,Eastern Pacific Aviation,,EPB,EAST PAC,40
2124,Eastern Sky Jets,,ESJ,EASTERN SKYJETS,234
2125,Eastland Air,DK,ELA,,14
2126,Eastwind Airlines,W9,SGR,STINGER,
2127,Easy Link Aviation Services,,FYE,FLYME,
2128,Eckles Aircraft,,CM,CIMMARON AIRE,
2129,Eclipse Aviation,,EJT,ECLIPSE JET,
2130,Eco Air,,ECQ,SKYBRIDGE,
2131,Ecoair,,DEI,,4
2132,Ecomex Air Cargo,,ECX,AIR ECOMEX,7
2133,Ecotour,,ECD,ECOTOUR,144
2134,Ecoturistica de Xcalak,,XCC,XCALAK,144
2135,Ecuatoguineana De Aviacion (EGA),,ECV,EQUATOGUINEA,68
2136,Ecuatorial Cargo,,EQC,ECUA-CARGO,68
2137,Ecuavia,,ECU,ECUAVIA,65
2138,Edelweiss Air,WK,EDW,EDELWEISS,216
2139,Edgartown Air,,SLO,SLOW,
2140,Edinburgh Air Charter,,EDC,SALTIRE,
2141,Edwards Jet Center of Montana,,EDJ,EDWARDS,
2142,Efata Papua Airlines,,EIJ,EFATA,104
2143,Egyptair,MS,MSR,EGYPTAIR,66
2144,Egyptair Cargo,,MSX,EGYPTAIR CARGO,66
2145,Egyptian Air Force,,EGY,,66
2146,Egyptian Aviation,,EJX,,66
2147,Egyptian Aviation Company,,EMA,,66
2148,Ei Air Exports,,EIX,AIR EXPORTS,107
2149,Eirjet,,EIR,EIRJET,107
2150,El Al Israel Airlines,LY,ELY,ELAL,109
2151,El Caminante Taxi Aereo,,CMX,EL CAMINANTE,144
2152,El Quilada International Aviation,,GLQ,QUILADA,211
2153,El Sal Air,,ELS,EL SAL,67
2154,El Sol De America,,ESC,SOLAMERICA,
2155,El-Buraq Air Transport,UZ,BRQ,BURAQAIR,127
2156,Elan Express,,ELX,ELA,
2157,Elbe Air Transport,,LBR,MOTIO,83
2158,Elbrus-Avia Air Enterprise,,LK,ELAVIA,
2159,Eldinder Aviation,,DND,DINDER,211
2160,Elicar,,PDV,ELICAR,110
2161,Elidolomiti,,EDO,ELIDOLOMITI,110
2162,Elieuro,,ELB,ELILOBARDIA,110
2163,Elifriulia,,EFG,ELIFRIULIA,110
2164,Elilario Italia,,ELH,LARIO,110
2165,Elilombarda,,EOA,LOMBARDA,110
2166,Elimediterranea,,MEE,ELIMEDITERRANEA,110
2167,Elios,,VUL,ELIOS,110
