ID | NAME | IATA(3) | ICAO(4) | CALLSIGN | ID_COUNTRY_OF_ORIGIN
3289,Lion Air Services,,WGT,WORLDGATE,
3290,Lion Mentari Airlines,JT,LNI,LION INTER,104
3291,Lions-Air,,LEU,LIONSAIR,216
3292,Lithuanian Air Force,,LYF,LITHUANIAN AIRFORCE,129
3293,Little Red Air Service,,LRA,LITTLE RED,40
3294,Livingston,LM,LVG,LIVINGSTO,110
3295,Lloyd Aereo Boliviano,LB,LLB,LLOYDAEREO,
3296,Lnair Air Services,,LNA,ELNAIR,209
3297,Lockheed Air Terminal,,XLG,,
3298,Lockeed Aircraft Corporation,,LAC,LOCKHEED,
3299,Lockheed DUATS,,XDD,,
3300,Lockheed Martin Aeronautics,,CBD,CATBIRD,
3301,Lockheed Martin Aeronautics Company,,LNG,LIGHTNING,
3302,Logan Air,,LOG,LOGA,
3303,Lom Praha Flying School,,CLV,AEROTRAINING,60
3304,Lomas Helicopters,,LMS,LOMAS,
3305,London City Airport Jet Centre,,LCY,LONDON CITY,
3306,London Executive Aviation,,LNX,LONEX,
3307,London Flight Centre (Stansted),,LOV,LOVEAIR,
3308,London Helicopter Centres,,LHC,MUSTANG,
3309,Lone Star Airlines,,LSS,LONE STAR,
3310,Long Island Airlines,,ORA,LONG ISLAND,
3311,Longtail Aviation,,LGT,LONGTAIL,25
3312,Lorraine Aviation,,LRR,LORRAINE,76
3313,Los Cedros Aviacion,,LSC,CEDROS,45
3314,Lotus Air,,TAS,LOTUS FLOWER,66
3315,Luchtvaartmaatschappij Twente,,LTW,TWENTAIR,
3316,Lucky Air,,LKE,LUCKY AIR,46
3317,Luft Carago,,LUT,LUGO,206
3318,Luftfahrt-Vermietungs-Dienst,,LVD,AIR SANTE,15
3319,Luftfahrtgesellschaft Walter,HE,LGW,WALTER,83
3320,Lufthansa,LH,DLH,LUFTHANSA,83
3321,Lufthansa Cargo,LH,GEC,LUFTHANSA CARGO,83
3322,Lufthansa CityLine,CL,CLH,HANSALINE,83
3323,Lufthansa Systems,L1,,,83
3324,Lufthansa Technik,,LHT,LUFTHANSA TECHNIK,83
3325,Lufttaxi Fluggesellschaft,DV,LTF,Garfield,83
3326,Lufttransport,L5,LTR,LUFT TRANSPORT,
3327,Luhansk,,LHS,ENTERPRISE LUHANSK,233
3328,Lund University School of Aviation,,UNY,UNIVERSITY,215
3329,Luxair,LG,LGL,LUXAIR,130
3330,Luxaviation,,LXA,RED LIO,130
3331,Luxembourg Air Rescue,,LUV,LUX RESCUE,130
3332,Luxflight Executive,,LFE,LUX EXPRESS,130
3333,Luxor Air,,LXO,,66
3334,Luzair,,LUZ,LISBON JET,178
3335,Lviv Airlines,5V,UKW,UKRAINE WEST,233
3336,Lydd Air,,LYD,LYDDAIR,
3337,Lynch Flying Service,,LCH,LYNCH AIR,
3338,Lynden Air Cargo,L2,LYC,LYNDE,
3339,Lynx Air International,,LXF,LYNX FLIGHT,
3340,Lynx Aviation,,LYX,LYNX AIR,168
3342,L,MJ,LPR,LAPA,11
3343,L,,LAU,SURAMERICANO,49
3344,M & N Aviation,,JNH,JONAH,
3345,MAC Fotografica,,MCF,MAC FOTO,209
3346,MANAG'AIR,,MRG,MANAG'AIR,76
3347,MAP-Management and Planung,,MPJ,MAPJET,15
3348,MAS Airways,,TFG,TRAFALGAR,
3349,MasAir,M7,MAA,MAS CARGA,144
3350,MAT Macedonian Airlines,I,MAK,MAKAVIO,
3351,MCC Aviation,,MCC,DISCOVERY,206
3352,MG Aviacion,,MGA,MAG AVACIO,209
3353,MIA Airlines,,JLA,SALLINE,182
3354,MIAT Mongolian Airlines,OM,MGL,MONGOL AIR,148
3355,MIT Airlines,,MNC,MUNCIE,40
3356,MK Airline,,MKA,KRUGER-AIR,84
3357,MNG Airlines,MB,MNB,BLACK SEA,228
3358,MSR Flug-Charter,,EBF,SKYRUNNER,83
3359,MTC Aviacion,,MCV,MTC AVIACIO,144
3360,Mac Aviation,,MAQ,MAC AVIATIO,209
3361,Mac Dan Aviation Corporation,,MC,MAC DA,
3362,MacKnight Airlines,,MTD,,14
3363,Macair Airlines,CC,MCK,,14
3364,Macedonian Airlines,,MCS,MACAIR,86
3365,Madina Air,,MDH,MADINA AIR,127
3366,Maersk,DM,,,61
3367,Magic Blue Airlines,,MJB,MAGIC BLUE,
3368,Magna Air,,MGR,MAGNA AIR,15
3369,Mahalo Air,,MLH,MAHALO,
3370,Mahan Air,W5,IRM,MAHAN AIR,
3371,Mahfooz Aviation,M2,MZS,MAHFOOZ,81
3372,Maine Aviation,,MAT,MAINE-AV,
3373,Majestic Airlines,,MAJ,MAGIC AIR,
3374,Mak Air,,AKM,MAKAIR,115
3375,Malagasy Airlines,,MLG,,133
3376,Malawi Express,,MLX,MALAWI EXPRESS,134
3377,Malaya Aviatsia Dona,,MKK,AEROKEY,
3378,Malaysia Airlines,MH,MAS,MALAYSIA,135
3379,Mali Air,,MAE,MALI AIREXPRESS,15
3380,Mali Air Express,,VXP,AVION EXPRESS,137
3381,Mali Airways,,MTZ,MALI AIRWAYS,137
3382,Malila Airlift,,MLC,MALILA,
3383,Mall Airways,,MLS,MALL-AIRWAYS,
3384,Malmo Aviation,,SCW,SCANWING,215
3385,Malmoe Air Taxi,,LOD,LOGIC,215
3386,Malmö Aviation,TF,SCW,Scanwings,215
3387,Malta Air Charter,R5,MAC,MALTA CHARTER,138
3388,Malta Wings,,MWS,MALTA WINGS,138
3389,Malév,MA,MAH,MALEV,101
3390,Manaf International Airways,,MLB,MANAF,37
3391,Mandala Airlines,RI,MDL,MANDALA,104
3392,Mandarin Airlines,AE,MDA,Mandarin,
3393,Mango,JE,MNO,TULCA,206
3394,Manhattan Air,,MH,MANHATTA,
3395,Manitoulin Air Services,,MTO,MANITOULI,40
3396,Mann Air,,MNR,TEEMOL,
3397,Mannion Air Charter,,MA,MANNIO,
3398,Mantrust Asahi Airways,,MTS,MANTRUST,104
3399,Manx Airlines,,MNX,MANX,
3400,Maple Air Services,,MAD,MAPLE AIR,40
3401,March Helicopters,,MAR,MARCH,
3402,Marcopolo Airways,,MCP,MARCOPOLO,1
3403,Marghi Air,,MGI,MARGHI,
3404,Markair,,MRK,MARKAIR,
3405,Markoss Aviation,,MKO,GOSHAWK,
3406,Mars RK,6V,MRW,AVIAMARS,233
3407,Marshall Aerospace,,MCE,MARSHALL,
3408,Marsland Aviation,M7,MSL,MARSLANDAIR,211
3409,Martin Aviation Services,,XMA,,
3410,Martin-Baker,,MBE,MARTI,
3411,Martinair,MP,MPH,MARTINAIR,
3412,Martinaire,,MRA,MARTEX,
3413,Martyn Fiddler Associates,,MFA,SEAHORSE,
3414,Marvin Limited,,MV,MARVI,
3415,Maryland State Police,,TRP,TROOPER,
3416,Massachusetts Institute of Technology,,MTH,RESEARCH,
3417,Massey University School of Aviation,,MSY,MASSEY,
3418,Master Airways,,MSW,MASTER AIRWAYS,197
3419,Master Planner,,MPL,,
3420,Masterjet,,LMJ,MASTERJET,178
3421,Mastertop Linhas Aereas,Q4,,,32
3422,Mauria,,MIA,MAURIA,141
3423,Mauritanienne Aerienne Et Navale,,MNV,AVALE,141
3424,Mauritanienne Air Fret,,MRF,MAUR-FRET,141
3425,Mauritanienne Airways,,MWY,MAURITANIENNE,141
3426,Mauritanienne De Transport Aerien,,MDE,MAURI-TRANS,141
3427,Maverick Airways,,MVR,MAV-AIR,
3428,Mavial Magadan Airlines,H5,MVL,Mavial,
3429,Max Avia,,MAI,MAX AVIA,121
3430,Max Sea Food,,MSF,MAXESA,67
3431,Max-Aviation,,MAX,MAX AVIATIO,40
3432,Maxair,8M,MXL,MAXAIR,215
3433,Maximus Air Cargo,,MXU,CARGO MAX,234
3434,Maxjet Airways,MY,MXJ,MAX-JET,
3435,Maxsus-Avia,,MXS,MAXSUS-AVIA,239
3436,May Air Xpress,,MXP,BEECHNUT,
3437,Maya Island Air,MW,MYD,MYLAND,23
3438,Mayair,,MYI,MAYAIR,144
3439,Mbach Air,,MBS,MBACHI AIR,134
3440,McAlpine Helicopters,,MCH,MACLINE,
3441,McCall Aviation,,MKL,MCCALL,
3442,McDonnell Douglas,,DAC,DACO,
3443,McNeely Charter Services,,MDS,MID-SOUTH,
3444,Med-Trans of Florida,,MEK,MED-TRANS,
3445,Medavia Company,,MDM,MEDAVIA,138
3446,Medical Air Rescue Services,,MRZ,MARS,249
3447,Medical Aviation Services,,MCL,MEDIC,
3448,Mediterranean Air Freight,,MDF,MED-FREIGHT,86
3449,Mediterranean Airways,,MDY,,66
3450,Medjet International,,MEJ,MEDJET,
3451,Mega,,MGK,MEGLA,115
3452,Mega Linhas Aereas,,MEL,MEGA AIR,32
3453,Mekong Airlines,,MK,MEKONG AIRLINES,38
3454,Menajet,IM,MNJ,MENAJET,124
3456,Merchant Express Aviation,,MXX,MERCHANT,
3457,Mercury Aircourier Service,,MEC,MERCAIR,
3458,Meridian,,POV,AIR POLTAVA,233
3459,Meridian Air Cargo,,MRD,MERIDIA,
3460,Meridian Airlines,,MHL,HASSIMAIR,
3461,Meridian Aviation,,DSL,DIESEL,
3462,Meridian Limited,,MEM,MERIDIAN CHERRY,233
3463,Meridiana,IG,ISS,MERAIR,110
3464,Merlin Airways,,MEI,AVALO,
3465,Merpati Nusantara Airlines,MZ,MNA,MERPATI,104
3466,Mesa Airlines,YV,ASH,AIR SHUTTLE,
3467,Mesaba Airlines,XJ,MES,MESABA,
3468,Meta Linhas A,,MSQ,META,32
3469,Meteorological Research Flight,,MET,METMA,
3470,Methow Aviation,,MER,METHOW,
3471,Metro Business Aviation,,MVI,,
3472,Metro Express,,MEX,EAGLE EXPRESS,
3473,Metroflight,,MTR,METRO,
3474,Metrojet,,MTJ,METROJET,
3475,Metropix UK,,PIX,METROPIX,
3476,Metroplis,,MPS,METRO REGIONAL,
3477,Mex Blue,,MXB,MEX BLUE,144
3478,Mex-Jet,,MJT,MEJETS,144
3479,Mexicana de Aviaci,MX,MXA,MEXICANA,144
3480,Mexico Transportes Aereos,,MXT,TRANSMEX,144
3481,Miami Air Charter,,HUR,HURRICANE CHARTER,
3482,Miami Air International,GL,BSK,BISCAYNE,
3483,Miami Valley Aviation,,OWL,IGHT OWL,
3484,Miapet-Avia,,MPT,MIAPET,12
3485,Michelin Air Services,,BIB,,76
3486,Micromatter Technology Solutions,,WIZ,WIZARD,
3487,Mid Airlines,,YL,ILE,211
3488,Mid-Pacific Airlines,,MPA,MID PAC,
3489,Midamerica Jet,,MJR,MAJOR,
3490,Middle East Airlines,ME,MEA,CEDAR JET,124
3491,Midland Airport Services,,MID,,
3492,Midline Air Freight,,MFR,MIDLINE FREIGHT,
3493,Midstate Airlines,,MIS,MIDSTATE,
3494,Midway Airlines,JI,MDW,MIDWAY,
3495,Midway Express,,FLA,PALM,
3496,Midwest Air Freighters,,FAX,FAIRFAX,
3497,Midwest Airlines,YX,MEP,,
3498,Midwest Airlines (Egypt),MY,MWA,,66
3499,Midwest Aviation,,IT,IGHTTRAI,
3500,Midwest Aviation Division,,MWT,MIDWEST,
3501,Midwest Helicopters De Mexico,,HTE,HELICOPTERSMEXICO,144
3502,Millardair,,MAB,MILLARDAIR,40
3503,Millen Corporation,,RJM,MILLE,
3504,Millennium Air,,MLK,IGERJET,
3505,Miller Flying Services,,MFS,MILLER TIME,
3506,Million Air,,OXO,MILL AIR,
3507,Mimino,,MIM,MIMINO,
3508,Mina Airline Company,,AB,,66
3509,Minair,,OMR,ORMINE,43
3510,Minebea Technologies,,EBE,MINEBEA,
3511,Mines Air Services Zambia,,MAZ,MINES,248
3512,Miniliner,,MNL,MINILINER,110
3513,Ministic Air,,MNS,MINISTIC,40
3514,Ministry of Agriculture,,WDG, Fisheries and Food,
3515,Minsk Aircraft Overhaul Plant,,LIR,LISLINE,21
3516,Miramichi Air Service,,MIR,MIRAMICHI,40
3517,Miras,,MIF,MIRAS,115
3518,Misr Overseas Airways,,MOS,,66
3519,Mission Aviation Fellowship,,MAF,MISSI,104
3520,Missionair,,MS,MISIONAIR,209
3521,Missions Gouvernemtales Francaises,,MR,MARIANNE,76
3522,Mississippi State University,,BDG,BULLDOG,
3523,Mississippi Valley Airways,,MVA,VALAIR,
3524,Mistral Air,,MSA,AIRMERCI,110
3525,Mobil Oil,,MBO,MOBIL,40
3526,Mocambique Expresso,,MXE,MOZAMBIQUE EXPRESS,152
3527,Mofaz Air,,MFZ,MOFAZ AIR,135
3528,Moldaeroservice,,MLE,MOLDAERO,
3529,Moldavian Airlines,2M,MDV,MOLDAVIA,
3530,Moldova,,MVG,MOLDOVA-STATE,
3531,Mombasa Air Safari,,RRV,SKYROVER,116
3532,Monarch Airlines,ZB,MO,MONARCH,
3533,Monarch Airlines,,MNH,MONARCH AIR,
3534,Myway Airlines,8I,,,110
3535,Moncton Flying Club,,MFC,EAST WIND,40
3536,Monde Air Charters,,MDB,MONDEAIR CARGO,
3537,Monerrey Air Taxi,,MTI,MONTERREY AIR,144
3538,Monky Aerotaxis,,MKY,MONKY,144
3539,Montenegro Airlines,YM,MGX,MONTAIR,149
3540,Montserrat Airways,,MNT,MONTSERRAT,150
3541,Mooney Aircraft Corporation,,MNY,MOONEY FLIGHT,
3542,Morningstar Air Express,,MAL,MORNINGSTAR,40
3543,Morris Air Service,,MSS,WASATCH,
3544,Morrison Flying Service,,MRO,MORRISO,
3545,Moskovia Airlines,3R,GAI,GROMOV AIRLINE,
3546,Mosphil Aero,,MPI,MOSPHIL,175
3547,Motor Sich,M9,MSI,MOTOR SICH,233
3548,Mount Cook Airlines,M,ZM,MOUNTCOOK,
3549,Mountain Air Cargo,,MT,MOUNTAI,
3550,Mountain Air Company,4,MTC,MOUNTAIN LEONE,199
3551,Mountain Air Express,,PKP,PIKES PEAK,
3552,Mountain Air Service,,BRR,MOUNTAIN AIR,
3553,Mountain Bird,,MBI,MOUNTAIN BIRD,
3554,Mountain High Aviation,,MHA,MOUNTAIN HIGH,
3555,Mountain Pacific Air,,MPC,MOUNTAIN PACIFIC,40
3556,Mountain Valley Air Service,,MTV,MOUNTAIN VALLEY,
3557,Mowhawk Airlines,,MOW,MOHAWK AIR,
3558,Mudan Airlines,,MD,,
3559,Mudanjiang General Aviation,,CMJ,MUDANJIANG,46
3560,Multi Taxi,,MTX,MULTITAXI,144
3561,Multi-Aero,,WBR,WEBER,
3562,Multiflight,,MFT,YORKAIR,
3563,Murmansk Aircompany,,MNZ,MURMAN AIR,
3564,Murray Air,,MUA,MURRAY AIR,
3565,Musrata Air Transport,,MMR,MUSRATA AIR,127
3566,Mustique Airways,,MAW,MUSTIQUE,20
3567,My Way Airlines,,MYW,FRANKY,110
3568,MyTravel Airways,VZ,MYT,KESTREL,
3569,Myanma Airways,UB,UBA,UNIONAIR,153
3570,Myanmar Airways International,8M,MMM,assignment postponed,153
3571,Myflug,,MYA,MYFLUG,102
3572,Mytravel Airways,,VKG,VIKING,61
3573,NEL Cargo,,LG,ELCARGO,
3574,NHT Lineas Aereas,,HG,HELGA,32
3575,NZ Warbirds Association,,WAR,WARBIRDS,
3576,Nacoia Lda,,ANL,AIR NACOIA,7
3577,Nada Air Service,,HZ,ADA AIR,44
3578,Compangnie Nationale Naganagani,,BF,,36
3579,Nahanni Air Services Ltd,,AH,AHANNI,40
3580,Nakheel Aviation,,KL,AKHEEL,234
3581,Namibia Commerical Aviation,,MRE,MED RESCUE,
3582,Namibian Defence Force,,DF,AMIBIAN AIR FORCE,
3583,Nanjing Airlines,,CNJ,INGHANG,46
3584,Nantucket Airlines,DV,ACK,ACK AIR,
3585,Nanyah Aviation,,YA,ANYAH,109
3586,Napier Air Service Inc,,AP,APIER,
3587,Nas Air,,CM,AIR BANE,7
3588,Nas Air,P9,,,137
3589,Nasair,UE,AS,ASAIRWAYS,69
3590,Nashville Jet Charters,,JC,ASHVILLE JET,
3591,Natalco Air Lines,,CO,ATALCO,
3592,Natioanl Air Traffic Controllers Association,,TK,ATCA,
3593,National Air Charter,,SR,ASAIR,104
3594,National Air Traffic Services,,RFI,SHERLOCK,
3595,National Airlines,,A,ATION AIR,
3596,National Airlines,4,C,,45
3597,National Airlines,7,ROK,RED ROCK,
3598,National Airlines,A,AL,ATIONAL,
3599,National Airlines,,KUS,KUSWAG,206
3600,National Airways Cameroon,9O,,,39
3601,National Airways Corporation,,LFI,AEROMED,206
3602,National Aviation Company,,GTY,,66
3603,National Aviation Consultants,,TNC,ATCOM,40
3604,National Express,,XT,ATIONAL FREIGHT,
3605,National Grid,,GRD,GRID,
3606,National Jet Express,,JTE,JETEX,14
3607,National Jet Service,,AND,AIR INDIANA,
3608,National Jet Systems,C,JS,ATIONAL JET,14
3609,National Oceanic and Atmospheric Administration,,AA,OAA,
3610,National Overseas Airlines Company,,OL,AT AIRLINE,66
3611,Nationale Luchtvaartschool,,LS,PANDER,
3612,Nations Air Express Inc,,AE,ATIONS EXPRESS,
3613,Nationwide Airlines,CE,TW,ATIONWIDE,206
3614,Nationwide Airlines (Zambia),,WZ,ZAMNAT,248
3615,Natural Environment Research Council,,EVM,SCIENCE,
3616,Natureair,,RR,ATUREAIR,54
3617,Naturelink Charter,,RK,ATURELINK,206
3618,Nauru Air Corporation,O,RO,AIR NAURU,
3619,NAV CANADA,,VC,AV CA,40
3620,Nav Flight Planning,,AV,AV DISPATCH,60
3621,Navegacao Aerea De Portugal,,VP,,178
3622,Navegacion Servicios Aereos Canarios SA,,AY,AYSA,209
3623,Navid,,IRI,AVID,
3624,Naviera Mexicana,,VM,AVIERA,144
3625,Navigator Airlines,,VL,AVLINES,12
3626,Navinc Airlines Services,,XNV,,
3627,Navitaire,1,,,
3628,Navtech System Support,,XNS,,40
3629,Nayzak Air Transport,,ZA,,127
3630,State of Nebraska,,EB,EBRASKA,
3631,Necon Air,,EC,ECON AIR,
3632,Nederlandse Kustwacht,,CG,ETHERLANDS COASTGUARD,
3633,Nefteyugansk Aviation Division,,FT,EFTEAVIA,
3634,Neiltown Air,,LA,EILTOWN AIR,40
3635,Nelair Charters,,LC,ELAIR,206
3636,Nelson Aviation College,,CGE,COLLEGE,
3637,Nepal Airlines,RA,RNA,ROYAL NEPAL,
3638,Neos,O,OS,MOONFLOWER,110
3639,Neosiam Airways,,TOX,SKY KINGDOM,221
3640,Neric,,SL,ERICAIR,
3641,NetJets,1I,EJA,EXECJET,
3642,Network Aviation Services,,ET,ETWORK,
3643,New England Air Express,,EZ,ENGAIR,
3644,New England Airlines,EJ,EA,EW ENGLAND,
3645,New Heights 291,,HT,EWHEIGHTS,206
3646,New World Jet Corporation,,WD,EW WORLD,
3647,New York Helicopter,,YH,EW YORK,
3648,New York State Police,,GRY,GRAY RIDER,
3649,New Zealand Air Defence Force,,KRC,KIWI RESCUE,
3650,Newair,,HVA,HAVEN-AIR,
3651,Newfoundland Labrador Air Transport,,LT,ALAIR,40
3652,NextJet,2,TJ,EXTJET,215
3653,Nextflight Aviation,,XF,EXTFLIGHT,
3654,Nexus Aviation,,XS,EXUS AVIATIO,
3655,Nicaraguense De Aviacion,,IS,ICA,
3656,Nicon Airways,,C,ICON AIRWAYS,
3657,Nigeria Airways,,GA,IGERIA,
3658,Nigerian Air Force,,GR,IGERIAN AIRFORCE,
3659,Nigerian Global,,GX,AIR GLOBAL,
3660,Night Express,,EXT,EXECUTIVE,83
3661,Niki,HG,LY,FLYNIKI,15
3662,Nikolaev-Air,,KV,AIR NIKOLAEV,233
3663,Nile Safaris Aviation,,SA,ILE SAFARIS,211
3664,Nile Valley Aviation Company,,VA,,66
3665,Nile Wings Aviation Services,,LW,ILE WINGS,211
3666,Nimbus Aviation,,BS,IMBUS,
3667,Nippon Cargo Airlines,KZ,CA,IPPON CARGO,112
3668,Nizhnevartovskavia,,VK,VARTOSKAVIA,
3669,Search and Rescue 202,,SRG,,
3670,Search and Rescue 22,,SRD,,
3671,No. 32 (The Royal) Squadron RAF,,OH,ORTHOLT,
3672,84 Squadron Royal Air Force @ RAF Akrotiri,,AKG,GRIFTER,
3673,Nobil Air,,BL,OBIL AIR,
3674,Nok Air,DD,OK,OK AIR,221
3675,Nolinor Aviation,,RL,OLINOR,40
3676,Nomad Aviation,,MD,OMAD AIR,
3677,Norcopter,,OC,,
3678,Nord-Flyg,,EF,ORDEX,215
3679,Nordeste Linhas Aereas Regionais,JH,ES,ORDESTE,32
3680,Nordic Regional,6,RD,ORTH RIDER,215
3681,Nordic Solutions,,VD,ORDVIND,129
3682,Nordstree (Australia),,DS,,14
3683,Norestair,,RT,ORESTAIR,209
3684,Norfolk County Flight College,,CF,COUNTY,
3685,Norontair,,OA,ORONTAIR,40
3686,Norrlandsflyg,,HMF,LIFEGUARD SWEDE,215
3687,Norse Air Charter,,RX,ORSE AIR,206
3688,Norsk Flyrjeneste,,IR,ORSEMA,
3689,Norsk Helikopter,,OR,ORSKE,
3690,Norsk Luftambulanse,,DOC,HELIDOC,
3691,Nortavia,,RTV,TIC-TAC,178
3692,North Adria Aviation,,AI,ORTH-ADRIA,56
3693,North American Airlines,,TM,ORTHAM,40
3694,North American Charters,,HMR,HAMMER,40
3695,North American Jet Charter Group,,AJ,JET GROUP,
3696,North Atlantic Air Inc,,AT,MASS AIR,
3697,North Atlantic Cargo,,FC,ORTH ATLANTIC,
3698,North British Airlines,,B,TEESAIR,
3699,North Caribou Flying Service Ltd,,CB,ORTH CARIBOU,40
3700,North Coast Air Services Ltd,,CC,ORTH COAST,40
3701,North Coast Aviation,9,,,172
3702,North Flying,M3,FA,ORTH FLYING,61
3703,North Sea Airways,,RC,ORTH SEA,
3704,North Star Air Cargo,,SBX,SKY BOX,
3705,North Vancouver Airlines,,RV,ORVA,40
3706,North West Airlines,,WW,HALANT,14
3707,North West Geomatics,,PTO,PHOTO,40
3708,North-East Airlines,,E,ORTHEAST SWA,
3709,North-West Air Transport Company - Vyborg,,VBG,VYBORG AIR,
3710,North-Wright Airways,HW,WL,ORTHWRIGHT,40
3711,Northafrican Air Transport,,LL,ORTHAFRICAN AIR,127
3712,Northaire Feight Lines,,FL,GREAT LAKES,
3713,Northamptonshire School of Flying,,SF,ORTO,
3714,Northcoast Executive Airlines,,CE,TOP HAT,
3715,Northeast Airlines,,EE,ORTHEAST,
3716,Northeast Aviation,,PX,ORTHEAST EXPRESS,
3717,Northern Air Cargo,C,AC,YUKO,
3718,Northern Airlines Sanya,,BYC,BEIYA,46
3719,Northern Airways,,DA,ORTHERN DAKOTA,
3720,Northern Aviation Service,,CMU,LANNA AIR,221
3721,Northern Dene Airways,U7,,,40
3722,Northern Executive Aviation,,EX,EATAX,
3723,Northern Illinois Commuter,,IC,ILLINOIS COMMUTER,
3724,Northern Jet Management,,TX,ORTAX,
3725,Northern Thunderbird Air,,TA,THUNDERBIRD,40
3726,Northland Aviation,,KOE,KOKEE,
3727,Northstar Aviation,,SS,ORTHSTAR,
3728,Northumbria Helicopters,,HL,ORTHUMBRIA,
3729,Northway Aviation Ltd,,AL,ORTHWAY,40
3730,Northwest Aero Associates,,WE,,
3731,Northwest Airlines,W,WA,ORTHWEST,
3732,Northwest Regional Airlines,FY,WR,,14
3733,Northwest Territorial Airways,,WT,TERRITORIAL,40
3734,Northwestern Air,J3,PLR,POLARIS,40
3735,Northwinds Northern,,W,ORTHWINDS,40
3736,Nortland Air Manitoba,,AM,MANITOBA,40
3737,Norwegian Air Shuttle,DY,AX,OR SHUTTLE,
3738,Norwegian Aviation College,,TF,SPRIT,
3739,Notams International,,XNT,,
3740,Nouvel Air Tunisie,BJ,LBT,OUVELAIR,227
3741,Nova Airline,M4,OV,OVANILE,211
3742,Nova Scotia Department of Lands and Forests,,PTR,PATROL,40
3743,Novair,1I,VR,AVIGATOR,215
3744,Novogorod Air Enterprise,,VG,SADKO AVIA,
3745,Novosibirsk Aircraft Repairing Plant,,SP,ARPAIR,
3746,Novosibirsk Aviaenterprise,,BE,AKAIR,
3747,Novosibirsk Aviation Production Association,,PO,OVSIB,
3748,Noy Aviation,,OY,OY AVIATIO,109
3749,Nuevo Continente,6,ACQ,AERO CONTINENTE,174
3750,Nuevo Horizonte Internacional,,HR,UEVO HORIZONTE,144
3751,Nunasi-Central Airlines,,U,UNASI,40
3752,Nurman Avia Indopura,,I,URVINDO,104
3753,Nyasa Express,,YS,YASA,134
3754,Nas Air,XY,KNE,AS EXPRESS,195
3755,O Air,,OC,O-BIRD,76
3756,O'Connor Airlines,UQ,OCM,OCONNOR,14
3757,OAG,CR,,,
3758,OSACOM,,JPA,J-PAT,
3759,Oasis Hong Kong Airlines,O8,OHK,OASIS,100
3760,Ocean Air,,BC,BLUE OCEA,141
3761,Ocean Airlines,VC,VCX,OCEANCARGO,110
3762,Ocean Sky (UK),,OCS,OCEANSKY,
3763,Ocean Wings Commuter Service,,TUK,TUCKERNUCK,
3764,Oceanair,O6,ONE,OCEANAIR,32
3765,Oceanic Airlines,O2,,,93
3766,Odessa Airlines,,ODS,ODESSA AIR,233
3767,Odyssey International,,ODY,ODYSSEY,40
3768,Office Federal De'Aviation Civile,,FOC,FOCA,216
3769,Ogooue Air Cargo,,GBO,,80
3770,Okada Airlines,,OKJ,OKADA AIR,
3771,Okapi Airways,,OKP,OKAPI,
3772,Okay Airways,,OKA,OKAYJET,46
3773,Oklahoma Department of Public Safety,,OKL,OKLAHOMA,
3774,Olimex Aerotaxi,,OLX,OLIMEX,60
3775,Olimp Air,,KVK,PONTA,115
3776,Olympic Airlines,OA,OAL,OLYMPIC,86
3777,Olympic Aviation,,OLY,OLAVIA,86
3778,Oman Air,WY,OMA,OMAN AIR,167
3779,Oman Royal Flight,,ORF,OMA,167
3780,Omni - Aviacao e Tecnologia,,OAV,OMNI,178
3781,Omni Air International,OY,OAE,OMNI-EXPRESS,
3782,Omniflys,,OMF,OMNIFLYS,144
3783,Omskavia Airline,3,OMS,OMSK,
3784,On Air Limited,,ORL,ON AIR,40
3785,One Two Go Airlines,,OTG,THAI EXPRESS,221
3786,Onetime Airlines Zambia,,OTM,ZEDTIME,248
3787,Ontario Ministry of Health,,MED,MEDICAL,40
3788,Onur Air,8Q,OHY,ONUR AIR,228
3789,Opal Air,,OPA,,14
3790,Open Sky Aviation,,OSA,,124
3791,OpenSkies,,BOS,MISTRAL,
3792,Operadora Turistica Aurora,,ORR,TURISTICA AURORA,144
3793,Operadora de Lineas Ejecutivas,,OLE,OPERADORA,144
3794,Operadora de Transportes Aereos,,OTP,OPERADORA AEREO,144
3795,Operadora de Veulos Ejectutivos,,OPV,OPERADORA DE VUELOS,144
3796,Operation Enduring Freedom,,LLO,APOLLO,40
3797,Operational Aviation Services,,OAX,,14
3798,Orange Air Services,,ORD,ORANGE SERVICES,199
3799,Orange Air Sierra Leone,,ORJ,ORANGE SIERRA,199
3800,Orange Aviation,,ORE,ORANGE AVIATIO,109
3801,Orbit Express Airlines,,ORX,OREX,228
3802,Orca Air,,ORK,ORCA TAXI,66
3803,Orebro Aviation,,BUE,BLUELIGHT,215
3804,Orel State Air Enterprise,,ORM,ORPRISE,
3805,Orenburg Airlines,R2,ORB,ORENBURG,
3806,Organizacion De Transportes Aereos,,OTA,ORGANIZACIO,144
3807,Organizacoes Mambra,,OML,MAMBRA,7
3808,Orient Air,,OVV,ORIENTSYR,217
3809,Orient Airlines,,OTR,ORIENTROC,211
3810,Orient Airways,,OR,ORIENT LINER,168
3811,Orient Thai Airlines,OX,OEA,ORIENT THAI,221
3812,Oriental Air Bridge,,GK,ORIENTAL BRIDGE,112
3813,Oriental Airlines,,OAC,ORIENTAL AIR,
3814,Origin Pacific Airways,QO,OG,ORIGI,
3815,Orion Air Charter,,OED,ORION CHARTER,206
3816,Orion-x,,OIX,ORIONIX,
3817,Orlan-2000,,KOV,ORLA,115
